Sentence #,Word,Tag
Sentence: 1445,1/2,B-qty
Sentence: 1445,cup,B-unit
Sentence: 1445,shortening,B-ing
Sentence: 1445,Sift,O
Sentence: 1445,flour,O
Sentence: 1445,measure,O
Sentence: 1445,;,O
Sentence: 1445,add,O
Sentence: 1445,salt,O
Sentence: 1445,and,O
Sentence: 1445,sift,O
Sentence: 1445,again,O
Sentence: 1445,.,O
Sentence: 1446,Combine,O
Sentence: 1446,shorten-,O
Sentence: 1446,ing,O
Sentence: 1446,and,O
Sentence: 1446,boiling,O
Sentence: 1446,water,O
Sentence: 1446,in,O
Sentence: 1446,sauce,O
Sentence: 1446,pan,O
Sentence: 1446,;,O
Sentence: 1446,keep,O
Sentence: 1446,over,O
Sentence: 1446,low,O
Sentence: 1446,heat,O
Sentence: 1446,until,O
Sentence: 1446,butter,O
Sentence: 1446,is,O
Sentence: 1446,melted,O
Sentence: 1446,.,O
Sentence: 1447,Add,O
Sentence: 1447,flour,O
Sentence: 1447,all,O
Sentence: 1447,at,O
Sentence: 1447,one,O
Sentence: 1447,time,O
Sentence: 1447,and,O
Sentence: 1447,stir,O
Sentence: 1447,vigorously,O
Sentence: 1447,over,O
Sentence: 1447,low,O
Sentence: 1447,heat,O
Sentence: 1447,until,O
Sentence: 1447,mixture,O
Sentence: 1447,forms,O
Sentence: 1447,a,O
Sentence: 1447,ball,O
Sentence: 1447,and,O
Sentence: 1447,leaves,O
Sentence: 1447,the,O
Sentence: 1447,side,O
Sentence: 1447,of,O
Sentence: 1447,the,O
Sentence: 1447,pan,O
Sentence: 1447,;,O
Sentence: 1447,remove,O
Sentence: 1447,from,O
Sentence: 1447,heat,O
Sentence: 1447,.,O
Sentence: 1448,Add,O
Sentence: 1448,unbeaten,O
Sentence: 1448,eggs,O
Sentence: 1448,one,O
Sentence: 1448,at,O
Sentence: 1448,the,O
Sentence: 1448,time,O
Sentence: 1448,beating,O
Sentence: 1448,thoroughly,O
Sentence: 1448,after,O
Sentence: 1448,each,O
Sentence: 1448,addition,O
Sentence: 1448,.,O
Sentence: 1449,Continue,O
Sentence: 1449,beating,O
Sentence: 1449,until,O
Sentence: 1449,a,O
Sentence: 1449,thick,O
Sentence: 1449,dough,O
Sentence: 1449,is,O
Sentence: 1449,formed,O
Sentence: 1449,.,O
Sentence: 1450,Drop,O
Sentence: 1450,by,O
Sentence: 1450,tablespoons,O
Sentence: 1450,onto,O
Sentence: 1450,a,O
Sentence: 1450,greased,O
Sentence: 1450,baking,O
Sentence: 1450,sheet,O
Sentence: 1450,about,O
Sentence: 1450,2,O
Sentence: 1450,inches,O
Sentence: 1450,apart,O
Sentence: 1450,.,O
Sentence: 1451,Bake,O
Sentence: 1451,in,O
Sentence: 1451,hot,O
Sentence: 1451,oven,O
Sentence: 1451,(,O
Sentence: 1451,425°,O
Sentence: 1451,F.,O
Sentence: 1451,),O
Sentence: 1451,about,O
Sentence: 1451,50,O
Sentence: 1451,minutes,O
Sentence: 1451,or,O
Sentence: 1451,until,O
Sentence: 1451,beads,O
Sentence: 1451,of,O
Sentence: 1451,moisture,O
Sentence: 1451,no,O
Sentence: 1451,longer,O
Sentence: 1451,appear,O
Sentence: 1451,on,O
Sentence: 1451,surface,O
Sentence: 1451,.,O
Sentence: 1452,Do,O
Sentence: 1452,not,O
Sentence: 1452,open,O
Sentence: 1452,oven,O
Sentence: 1452,door,O
Sentence: 1452,during,O
Sentence: 1452,early,O
Sentence: 1452,part,O
Sentence: 1452,of,O
Sentence: 1452,baking,O
Sentence: 1452,.,O
Sentence: 1453,When,O
Sentence: 1453,cool,O
Sentence: 1453,cut,O
Sentence: 1453,a,O
Sentence: 1453,slit,O
Sentence: 1453,in,O
Sentence: 1453,the,O
Sentence: 1453,side,O
Sentence: 1453,of,O
Sentence: 1453,each,O
Sentence: 1453,and,O
Sentence: 1453,fill,O
Sentence: 1453,with,O
Sentence: 1453,cream,O
Sentence: 1453,filling,O
Sentence: 1453,or,O
Sentence: 1453,sweetened,O
Sentence: 1453,whipped,O
Sentence: 1453,cream,O
Sentence: 1453,.,O
Sentence: 1454,Sprinkle,O
Sentence: 1454,tops,O
Sentence: 1454,with,O
Sentence: 1454,confectioners,O
Sentence: 1454,sugar,O
Sentence: 1454,.,O
Sentence: 1455,Makes,O
Sentence: 1455,one,O
Sentence: 1455,dozen,O
Sentence: 1455,large,O
Sentence: 1455,cream,O
Sentence: 1455,puffs,O
Sentence: 1455,.,O
Sentence: 1456,Cream,O
Sentence: 1456,Filling,O
Sentence: 1456,2/3,B-qty
Sentence: 1456,cup,B-unit
Sentence: 1456,sugar,B-ing
Sentence: 1456,2,B-qty
Sentence: 1456,cups,B-unit
Sentence: 1456,milk,B-ing
Sentence: 1456,1/4,B-qty
Sentence: 1456,teaspoon,B-unit
Sentence: 1456,salt,B-ing
Sentence: 1456,2,B-qty
Sentence: 1456,eggs,B-cont
Sentence: 1456,or,B-func
Sentence: 1456,4,B-qty
Sentence: 1456,egg,B-cont
Sentence: 1456,yolks,I-cont
Sentence: 1456,(,O
Sentence: 1456,slightly,O
Sentence: 1456,beaten,O
Sentence: 1456,),O
Sentence: 1456,5,B-qty
Sentence: 1456,tablespoons,B-unit
Sentence: 1456,flour,B-ing
Sentence: 1456,1,B-qty
Sentence: 1456,teaspoon,B-unit
Sentence: 1456,vanilla,B-ing
Sentence: 1456,Combine,O
Sentence: 1456,dry,O
Sentence: 1456,ingredients,O
Sentence: 1456,in,O
Sentence: 1456,top,O
Sentence: 1456,of,O
Sentence: 1456,double,O
Sentence: 1456,boiler,O
Sentence: 1456,;,O
Sentence: 1456,stir,O
Sentence: 1456,in,O
Sentence: 1456,milk,O
Sentence: 1456,gradually,O
Sentence: 1456,.,O
Sentence: 1457,Cook,O
Sentence: 1457,over,O
Sentence: 1457,boiling,O
Sentence: 1457,water,O
Sentence: 1457,until,O
Sentence: 1457,thickened,O
Sentence: 1457,stirring,O
Sentence: 1457,con-,O
Sentence: 1457,stantly,O
Sentence: 1457,.,O
Sentence: 1458,Cover,O
Sentence: 1458,and,O
Sentence: 1458,cook,O
Sentence: 1458,for,O
Sentence: 1458,10,O
Sentence: 1458,minutes,O
Sentence: 1458,longer,O
Sentence: 1458,stirring,O
Sentence: 1458,occasionally,O
Sentence: 1458,.,O
Sentence: 1459,Stir,O
Sentence: 1459,a,O
Sentence: 1459,little,O
Sentence: 1459,of,O
Sentence: 1459,the,O
Sentence: 1459,hot,O
Sentence: 1459,mixture,O
Sentence: 1459,into,O
Sentence: 1459,slightly,O
Sentence: 1459,beaten,O
Sentence: 1459,eggs,O
Sentence: 1459,;,O
Sentence: 1459,slowly,O
Sentence: 1459,stir,O
Sentence: 1459,into,O
Sentence: 1459,the,O
Sentence: 1459,remaining,O
Sentence: 1459,hot,O
Sentence: 1459,mixture,O
Sentence: 1459,.,O
Sentence: 1460,Cook,O
Sentence: 1460,over,O
Sentence: 1460,hot,O
Sentence: 1460,(,O
Sentence: 1460,not,O
Sentence: 1460,boiling,O
Sentence: 1460,water,O
Sentence: 1460,),O
Sentence: 1460,for,O
Sentence: 1460,2,O
Sentence: 1460,minutes,O
Sentence: 1460,stirring,O
Sentence: 1460,constantly,O
Sentence: 1460,.,O
Sentence: 1461,Chill,O
Sentence: 1461,;,O
Sentence: 1461,add,O
Sentence: 1461,vanilla,O
Sentence: 1461,.,O
Sentence: 1462,NOTE,O
Sentence: 1462,:,O
Sentence: 1462,for,O
Sentence: 1462,a,O
Sentence: 1462,richer,O
Sentence: 1462,filling,O
Sentence: 1462,add,O
Sentence: 1462,2,O
Sentence: 1462,tablespoons,O
Sentence: 1462,butter,O
Sentence: 1462,to,O
Sentence: 1462,the,O
Sentence: 1462,hot,O
Sentence: 1462,cooked,O
Sentence: 1462,filling,O
Sentence: 1462,;,O
Sentence: 1462,or,O
Sentence: 1462,fold,O
Sentence: 1462,in,O
Sentence: 1462,1/2,O
Sentence: 1462,cup,O
Sentence: 1462,heavy,O
Sentence: 1462,whipped,O
Sentence: 1462,cream,O
Sentence: 1462,after,O
Sentence: 1462,the,O
Sentence: 1462,filling,O
Sentence: 1462,has,O
Sentence: 1462,been,O
Sentence: 1462,chilled,O
Sentence: 1462,.,O
Sentence: 1463,Miss,O
Sentence: 1463,Margaret,O
Sentence: 1463,Krutz,O
Sentence: 1463,The,O
Sentence: 1463,Deita,O
Sentence: 1463,'s,O
Sentence: 1463,Best,O
Sentence: 1463,Cook,O
Sentence: 1463,Book,O
Sentence: 1463,Two,O
Sentence: 1463,FOOL-PROOF,O
Sentence: 1463,FROSTING,O
Sentence: 1463,1,B-qty
Sentence: 1463,cup,B-unit
Sentence: 1463,white,B-ing
Sentence: 1463,sugar,I-ing
Sentence: 1463,1/3,B-qty
Sentence: 1463,cup,B-unit
Sentence: 1463,water,B-ing
Sentence: 1463,2,B-qty
Sentence: 1463,tablespoons,B-unit
Sentence: 1463,karo,B-ing
Sentence: 1463,syrup,I-ing
Sentence: 1463,Pinch,O
Sentence: 1463,Salt,B-nqt
Sentence: 1463,2,B-qty
Sentence: 1463,egg,B-cont
Sentence: 1463,whites,I-cont
Sentence: 1463,Boil,O
Sentence: 1463,sugar,O
Sentence: 1463,water,O
Sentence: 1463,karo,O
Sentence: 1463,and,O
Sentence: 1463,salt,O
Sentence: 1463,together,O
Sentence: 1463,until,O
Sentence: 1463,it,O
Sentence: 1463,spins,O
Sentence: 1463,a,O
Sentence: 1463,thread,O
Sentence: 1463,then,O
Sentence: 1463,slowly,O
Sentence: 1463,pour,O
Sentence: 1463,over,O
Sentence: 1463,two,O
Sentence: 1463,beaten,O
Sentence: 1463,egg,O
Sentence: 1463,whites,O
Sentence: 1463,.,O
Sentence: 1464,Constantly,O
Sentence: 1464,beating,O
Sentence: 1464,continue,O
Sentence: 1464,beating,O
Sentence: 1464,until,O
Sentence: 1464,frosting,O
Sentence: 1464,is,O
Sentence: 1464,thick,O
Sentence: 1464,then,O
Sentence: 1464,beat,O
Sentence: 1464,in,O
Sentence: 1464,two,O
Sentence: 1464,tablespoons,O
Sentence: 1464,powdered,O
Sentence: 1464,sugar,O
Sentence: 1464,.,O
Sentence: 1465,Mrs.,O
Sentence: 1465,M.,O
Sentence: 1465,L.,O
Sentence: 1465,Ridgeway,O
Sentence: 1465,ORANGE,O
Sentence: 1465,GLACE,O
Sentence: 1465,FROSTING,O
Sentence: 1465,4,B-qty
Sentence: 1465,tablespoons,B-unit
Sentence: 1465,sugar,B-ing
Sentence: 1465,4,B-qty
Sentence: 1465,oranges,B-cont
Sentence: 1465,1,B-qty
Sentence: 1465,1/2,I-qty
Sentence: 1465,cups,B-unit
Sentence: 1465,orange,B-ing
Sentence: 1465,juice,I-ing
Sentence: 1465,and,B-func
Sentence: 1465,water,B-ing
Sentence: 1465,3,B-qty
Sentence: 1465,tablespoons,B-unit
Sentence: 1465,cornstarch,B-ing
Sentence: 1465,Dash,O
Sentence: 1465,of,O
Sentence: 1465,salt,B-nqt
Sentence: 1465,Combine,O
Sentence: 1465,cornstarch,O
Sentence: 1465,sugar,O
Sentence: 1465,salt,O
Sentence: 1465,orange,O
Sentence: 1465,juice,O
Sentence: 1465,and,O
Sentence: 1465,water,O
Sentence: 1465,;,O
Sentence: 1465,cook,O
Sentence: 1465,over,O
Sentence: 1465,direct,O
Sentence: 1465,heat,O
Sentence: 1465,5,O
Sentence: 1465,minutes,O
Sentence: 1465,or,O
Sentence: 1465,until,O
Sentence: 1465,it,O
Sentence: 1465,thickens,O
Sentence: 1465,.,O
Sentence: 1466,Add,O
Sentence: 1466,1,O
Sentence: 1466,teaspoon,O
Sentence: 1466,orange,O
Sentence: 1466,rind,O
Sentence: 1466,and,O
Sentence: 1466,sections,O
Sentence: 1466,from,O
Sentence: 1466,4,O
Sentence: 1466,oranges,O
Sentence: 1466,.,O
Sentence: 1467,Drained,O
Sentence: 1467,well,O
Sentence: 1467,sweetened,O
Sentence: 1467,if,O
Sentence: 1467,neces-,O
Sentence: 1467,sary,O
Sentence: 1467,.,O
Sentence: 1468,Cool,O
Sentence: 1468,;,O
Sentence: 1468,spread,O
Sentence: 1468,between,O
Sentence: 1468,layers,O
Sentence: 1468,.,O
Sentence: 1469,Mrs.,O
Sentence: 1469,Thomas,O
Sentence: 1469,Sellars,O
Sentence: 1469,Page,O
Sentence: 1469,56,O
Sentence: 1469,The,O
Sentence: 1469,Delta,O
Sentence: 1469,'s,O
Sentence: 1469,Best,O
Sentence: 1469,Cook,O
Sentence: 1469,Book,O
Sentence: 1469,BOILED,O
Sentence: 1469,FROSTING,O
Sentence: 1469,2,B-qty
Sentence: 1469,cups,B-unit
Sentence: 1469,sugar,B-ing
Sentence: 1469,1/4,B-qty
Sentence: 1469,cup,B-unit
Sentence: 1469,white,B-ing
Sentence: 1469,corn,I-ing
Sentence: 1469,syrup,I-ing
Sentence: 1469,6,B-qty
Sentence: 1469,tablespoons,B-unit
Sentence: 1469,water,B-ing
Sentence: 1469,2,B-qty
Sentence: 1469,egg,B-cont
Sentence: 1469,whites,I-cont
Sentence: 1469,1,B-qty
Sentence: 1469,teaspoon,B-unit
Sentence: 1469,vanilla,B-ing
Sentence: 1469,Cook,O
Sentence: 1469,the,O
Sentence: 1469,sugar,O
Sentence: 1469,syrup,O
Sentence: 1469,and,O
Sentence: 1469,water,O
Sentence: 1469,together,O
Sentence: 1469,over,O
Sentence: 1469,a,O
Sentence: 1469,surface,O
Sentence: 1469,burn-,O
Sentence: 1469,er,O
Sentence: 1469,until,O
Sentence: 1469,it,O
Sentence: 1469,reaches,O
Sentence: 1469,a,O
Sentence: 1469,temperature,O
Sentence: 1469,of,O
Sentence: 1469,240,O
Sentence: 1469,degrees,O
Sentence: 1469,or,O
Sentence: 1469,forces,O
Sentence: 1469,a,O
Sentence: 1469,soft,O
Sentence: 1469,ball,O
Sentence: 1469,in,O
Sentence: 1469,cold,O
Sentence: 1469,water,O
Sentence: 1469,.,O
Sentence: 1470,Turn,O
Sentence: 1470,off,O
Sentence: 1470,the,O
Sentence: 1470,fire,O
Sentence: 1470,and,O
Sentence: 1470,let,O
Sentence: 1470,the,O
Sentence: 1470,syrup,O
Sentence: 1470,stand,O
Sentence: 1470,over,O
Sentence: 1470,the,O
Sentence: 1470,warm,O
Sentence: 1470,burner,O
Sentence: 1470,while,O
Sentence: 1470,quickly,O
Sentence: 1470,beating,O
Sentence: 1470,the,O
Sentence: 1470,egg,O
Sentence: 1470,whites,O
Sentence: 1470,.,O
Sentence: 1471,Pour,O
Sentence: 1471,the,O
Sentence: 1471,syrup,O
Sentence: 1471,slowly,O
Sentence: 1471,over,O
Sentence: 1471,the,O
Sentence: 1471,beaten,O
Sentence: 1471,egg,O
Sentence: 1471,whites,O
Sentence: 1471,beating,O
Sentence: 1471,with,O
Sentence: 1471,a,O
Sentence: 1471,spoon,O
Sentence: 1471,while,O
Sentence: 1471,adding,O
Sentence: 1471,the,O
Sentence: 1471,vanilla,O
Sentence: 1471,and,O
Sentence: 1471,beat,O
Sentence: 1471,until,O
Sentence: 1471,cold,O
Sentence: 1471,.,O
Sentence: 1472,This,O
Sentence: 1472,mixture,O
Sentence: 1472,will,O
Sentence: 1472,hold,O
Sentence: 1472,its,O
Sentence: 1472,shape,O
Sentence: 1472,when,O
Sentence: 1472,spread,O
Sentence: 1472,on,O
Sentence: 1472,a,O
Sentence: 1472,cake,O
Sentence: 1472,.,O
Sentence: 1473,If,O
Sentence: 1473,it,O
Sentence: 1473,cooks,O
Sentence: 1473,a,O
Sentence: 1473,little,O
Sentence: 1473,too,O
Sentence: 1473,much,O
Sentence: 1473,and,O
Sentence: 1473,hardens,O
Sentence: 1473,too,O
Sentence: 1473,rapidly,O
Sentence: 1473,add,O
Sentence: 1473,1,O
Sentence: 1473,tablespoon,O
Sentence: 1473,of,O
Sentence: 1473,hot,O
Sentence: 1473,water,O
Sentence: 1473,.,O
Sentence: 1474,If,O
Sentence: 1474,not,O
Sentence: 1474,cooked,O
Sentence: 1474,sufficiently,O
Sentence: 1474,it,O
Sentence: 1474,hardens,O
Sentence: 1474,.,O
Sentence: 1475,Add,O
Sentence: 1475,a,O
Sentence: 1475,tablespoon,O
Sentence: 1475,of,O
Sentence: 1475,powdered,O
Sentence: 1475,sugar,O
Sentence: 1475,.,O
Sentence: 1476,Put,O
Sentence: 1476,any,O
Sentence: 1476,left,O
Sentence: 1476,over,O
Sentence: 1476,frosting,O
Sentence: 1476,in,O
Sentence: 1476,a,O
Sentence: 1476,jar,O
Sentence: 1476,;,O
Sentence: 1476,cover,O
Sentence: 1476,tightly,O
Sentence: 1476,and,O
Sentence: 1476,keep,O
Sentence: 1476,in,O
Sentence: 1476,refrigerator,O
Sentence: 1476,.,O
Sentence: 1477,It,O
Sentence: 1477,will,O
Sentence: 1477,keep,O
Sentence: 1477,fresh,O
Sentence: 1477,for,O
Sentence: 1477,a,O
Sentence: 1477,week,O
Sentence: 1477,.,O
Sentence: 1478,Then,O
Sentence: 1478,if,O
Sentence: 1478,necessary,O
Sentence: 1478,add,O
Sentence: 1478,a,O
Sentence: 1478,small,O
Sentence: 1478,amount,O
Sentence: 1478,of,O
Sentence: 1478,hot,O
Sentence: 1478,water,O
Sentence: 1478,and,O
Sentence: 1478,beat,O
Sentence: 1478,until,O
Sentence: 1478,it,O
Sentence: 1478,is,O
Sentence: 1478,a,O
Sentence: 1478,good,O
Sentence: 1478,consistency,O
Sentence: 1478,to,O
Sentence: 1478,spread,O
Sentence: 1478,.,O
Sentence: 1479,Mrs,O
Sentence: 1479,William,O
Sentence: 1479,Lyon,O
Sentence: 1479,WHITE,O
Sentence: 1479,ICING,O
Sentence: 1479,4,B-qty
Sentence: 1479,egg,B-cont
Sentence: 1479,whites,I-cont
Sentence: 1479,2,B-qty
Sentence: 1479,cups,B-unit
Sentence: 1479,sugar,B-ing
Sentence: 1479,3/4,B-qty
Sentence: 1479,cup,B-unit
Sentence: 1479,water,B-ing
Sentence: 1479,3,B-qty
Sentence: 1479,tablespoons,B-unit
Sentence: 1479,white,B-ing
Sentence: 1479,karo,I-ing
Sentence: 1479,syrup,I-ing
Sentence: 1479,1/4,B-qty
Sentence: 1479,teaspoon,B-unit
Sentence: 1479,salt,B-ing
Sentence: 1479,3,B-qty
Sentence: 1479,tablespoons,B-unit
Sentence: 1479,powdered,B-ing
Sentence: 1479,sugar,I-ing
Sentence: 1479,Vanilla,B-nqt
Sentence: 1479,to,O
Sentence: 1479,taste,O
Sentence: 1479,Boil,O
Sentence: 1479,sugar,O
Sentence: 1479,water,O
Sentence: 1479,and,O
Sentence: 1479,karo,O
Sentence: 1479,until,O
Sentence: 1479,it,O
Sentence: 1479,will,O
Sentence: 1479,form,O
Sentence: 1479,a,O
Sentence: 1479,soft,O
Sentence: 1479,ball,O
Sentence: 1479,when,O
Sentence: 1479,dropped,O
Sentence: 1479,in,O
Sentence: 1479,cold,O
Sentence: 1479,water,O
Sentence: 1479,.,O
Sentence: 1480,Pour,O
Sentence: 1480,over,O
Sentence: 1480,well,O
Sentence: 1480,beaten,O
Sentence: 1480,egg,O
Sentence: 1480,whites,O
Sentence: 1480,and,O
Sentence: 1480,beat,O
Sentence: 1480,beat,O
Sentence: 1480,beat,O
Sentence: 1480,.,O
Sentence: 1481,Add,O
Sentence: 1481,powdered,O
Sentence: 1481,sugar,O
Sentence: 1481,and,O
Sentence: 1481,spread,O
Sentence: 1481,.,O
Sentence: 1482,Mrs.,O
Sentence: 1482,R.,O
Sentence: 1482,N.,O
Sentence: 1482,Middleton,O
Sentence: 1482,SEVEN,O
Sentence: 1482,MINUTE,O
Sentence: 1482,ICING,O
Sentence: 1482,1,B-qty
Sentence: 1482,egg,B-cont
Sentence: 1482,white,I-cont
Sentence: 1482,(,O
Sentence: 1482,unbeaten,O
Sentence: 1482,),O
Sentence: 1482,7/8,B-qty
Sentence: 1482,cup,B-unit
Sentence: 1482,granulated,B-ing
Sentence: 1482,sugar,I-ing
Sentence: 1482,3,B-qty
Sentence: 1482,tablespoons,B-unit
Sentence: 1482,cold,O
Sentence: 1482,water,B-ing
Sentence: 1482,Place,O
Sentence: 1482,egg,O
Sentence: 1482,white,O
Sentence: 1482,sugar,O
Sentence: 1482,and,O
Sentence: 1482,water,O
Sentence: 1482,in,O
Sentence: 1482,top,O
Sentence: 1482,of,O
Sentence: 1482,double,O
Sentence: 1482,boiler,O
Sentence: 1482,.,O
Sentence: 1483,Place,O
Sentence: 1483,over,O
Sentence: 1483,boiling,O
Sentence: 1483,water,O
Sentence: 1483,and,O
Sentence: 1483,beat,O
Sentence: 1483,with,O
Sentence: 1483,beater,O
Sentence: 1483,for,O
Sentence: 1483,seven,O
Sentence: 1483,minutes,O
Sentence: 1483,.,O
Sentence: 1484,Add,O
Sentence: 1484,1/2,O
Sentence: 1484,teaspoon,O
Sentence: 1484,flavoring,O
Sentence: 1484,beat,O
Sentence: 1484,and,O
Sentence: 1484,spread,O
Sentence: 1484,on,O
Sentence: 1484,cake,O
Sentence: 1484,.,O
Sentence: 1485,Mrs.,O
Sentence: 1485,Hobart,O
Sentence: 1485,Ogle,O
Sentence: 1485,Page,O
Sentence: 1485,57,O
Sentence: 1485,The,O
Sentence: 1485,Delta,O
Sentence: 1485,'s,O
Sentence: 1485,Best,O
Sentence: 1485,Cook,O
Sentence: 1485,Book,O
Sentence: 1485,Cookies,O
Sentence: 1485,SUGARLESS,O
Sentence: 1485,BUTTERLESS,O
Sentence: 1485,CHOCOLATE,O
Sentence: 1485,SLICES,O
Sentence: 1485,2,B-qty
Sentence: 1485,pounds,B-unit
Sentence: 1485,Nestles,B-ing
Sentence: 1485,chocolate,I-ing
Sentence: 1485,drops,I-ing
Sentence: 1485,2,B-qty
Sentence: 1485,cups,B-unit
Sentence: 1485,unchopped,O
Sentence: 1485,pecans,B-ing
Sentence: 1485,1,B-qty
Sentence: 1485,can,B-unit
Sentence: 1485,Eagle,B-ing
Sentence: 1485,Brand,I-ing
Sentence: 1485,condensed,I-ing
Sentence: 1485,milk,I-ing
Sentence: 1485,1,B-qty
Sentence: 1485,teaspoon,B-unit
Sentence: 1485,vanilla,B-ing
Sentence: 1485,Melt,O
Sentence: 1485,chocolate,O
Sentence: 1485,in,O
Sentence: 1485,double,O
Sentence: 1485,boiler,O
Sentence: 1485,;,O
Sentence: 1485,add,O
Sentence: 1485,milk,O
Sentence: 1485,.,O
Sentence: 1486,Beat,O
Sentence: 1486,until,O
Sentence: 1486,smooth,O
Sentence: 1486,;,O
Sentence: 1486,add,O
Sentence: 1486,nuts,O
Sentence: 1486,and,O
Sentence: 1486,vanilla,O
Sentence: 1486,.,O
Sentence: 1487,Line,O
Sentence: 1487,deep,O
Sentence: 1487,narrow,O
Sentence: 1487,pan,O
Sentence: 1487,with,O
Sentence: 1487,wax,O
Sentence: 1487,paper,O
Sentence: 1487,pour,O
Sentence: 1487,in,O
Sentence: 1487,mixture,O
Sentence: 1487,.,O
Sentence: 1488,Set,O
Sentence: 1488,in,O
Sentence: 1488,refrigerator,O
Sentence: 1488,until,O
Sentence: 1488,cold,O
Sentence: 1488,.,O
Sentence: 1489,Lift,O
Sentence: 1489,out,O
Sentence: 1489,and,O
Sentence: 1489,slice,O
Sentence: 1489,.,O
Sentence: 1490,Mrs.,O
Sentence: 1490,H.,O
Sentence: 1490,L.,O
Sentence: 1490,Wetherbee,O
Sentence: 1490,DATE,O
Sentence: 1490,COOKIES,O
Sentence: 1490,1,B-qty
Sentence: 1490,cup,B-unit
Sentence: 1490,chopped,O
Sentence: 1490,dates,B-ing
Sentence: 1490,1,B-qty
Sentence: 1490,cup,B-unit
Sentence: 1490,chopped,O
Sentence: 1490,nuts,B-ing
Sentence: 1490,1,B-qty
Sentence: 1490,cup,B-unit
Sentence: 1490,granulated,B-ing
Sentence: 1490,sugar,I-ing
Sentence: 1490,2,B-qty
Sentence: 1490,tablespoons,B-unit
Sentence: 1490,flour,B-ing
Sentence: 1490,2,B-qty
Sentence: 1490,tablespoons,B-unit
Sentence: 1490,water,B-ing
Sentence: 1490,2,B-qty
Sentence: 1490,eggs,B-cont
Sentence: 1490,1,B-qty
Sentence: 1490,teaspoon,B-unit
Sentence: 1490,baking,B-ing
Sentence: 1490,powder,I-ing
Sentence: 1490,1,B-qty
Sentence: 1490,teaspoon,B-unit
Sentence: 1490,vanilla,B-ing
Sentence: 1490,Mix,O
Sentence: 1490,nuts,O
Sentence: 1490,dates,O
Sentence: 1490,and,O
Sentence: 1490,add,O
Sentence: 1490,sugar,O
Sentence: 1490,water,O
Sentence: 1490,and,O
Sentence: 1490,beaten,O
Sentence: 1490,eggs,O
Sentence: 1490,.,O
Sentence: 1491,Add,O
Sentence: 1491,the,O
Sentence: 1491,flour,O
Sentence: 1491,baking,O
Sentence: 1491,powder,O
Sentence: 1491,and,O
Sentence: 1491,vanilla,O
Sentence: 1491,to,O
Sentence: 1491,the,O
Sentence: 1491,mixture,O
Sentence: 1491,.,O
Sentence: 1492,Spread,O
Sentence: 1492,in,O
Sentence: 1492,pan,O
Sentence: 1492,and,O
Sentence: 1492,bake,O
Sentence: 1492,in,O
Sentence: 1492,moderate,O
Sentence: 1492,oven,O
Sentence: 1492,.,O
Sentence: 1493,Cut,O
Sentence: 1493,in,O
Sentence: 1493,squares,O
Sentence: 1493,when,O
Sentence: 1493,cold,O
Sentence: 1493,.,O
Sentence: 1494,Mrs.,O
Sentence: 1494,Tom,O
Sentence: 1494,Hood,O
Sentence: 1494,Page,O
Sentence: 1494,59,O
Sentence: 1494,The,O
Sentence: 1494,Delta,O
Sentence: 1494,'s,O
Sentence: 1494,Best,O
Sentence: 1494,Cook,O
Sentence: 1494,Book,O
Sentence: 1494,TOFFEE,O
Sentence: 1494,COOKIES,O
Sentence: 1494,1,B-qty
Sentence: 1494,cup,B-unit
Sentence: 1494,shortening,B-ing
Sentence: 1494,1,B-qty
Sentence: 1494,cup,B-unit
Sentence: 1494,brown,B-ing
Sentence: 1494,sugar,I-ing
Sentence: 1494,1,B-qty
Sentence: 1494,egg,B-cont
Sentence: 1494,1,B-qty
Sentence: 1494,teaspoon,B-unit
Sentence: 1494,vanilla,B-ing
Sentence: 1494,2,B-qty
Sentence: 1494,cups,B-unit
Sentence: 1494,flour,B-ing
Sentence: 1494,1/2,B-qty
Sentence: 1494,teaspoon,B-unit
Sentence: 1494,salt,B-ing
Sentence: 1494,2,B-qty
Sentence: 1494,tablespoons,B-unit
Sentence: 1494,cinnamon,B-ing
Sentence: 1494,1/2,B-qty
Sentence: 1494,cup,B-unit
Sentence: 1494,ground,B-ing
Sentence: 1494,nuts,I-ing
Sentence: 1494,Cream,O
Sentence: 1494,shortening,O
Sentence: 1494,add,O
Sentence: 1494,sugar,O
Sentence: 1494,.,O
Sentence: 1495,Add,O
Sentence: 1495,unbeaten,O
Sentence: 1495,egg,O
Sentence: 1495,yolk,O
Sentence: 1495,and,O
Sentence: 1495,vanilla,O
Sentence: 1495,.,O
Sentence: 1496,Sift,O
Sentence: 1496,flour,O
Sentence: 1496,salt,O
Sentence: 1496,and,O
Sentence: 1496,cinnamon,O
Sentence: 1496,together,O
Sentence: 1496,.,O
Sentence: 1497,Add,O
Sentence: 1497,to,O
Sentence: 1497,the,O
Sentence: 1497,mixture,O
Sentence: 1497,a,O
Sentence: 1497,little,O
Sentence: 1497,at,O
Sentence: 1497,the,O
Sentence: 1497,time,O
Sentence: 1497,blending,O
Sentence: 1497,well,O
Sentence: 1497,after,O
Sentence: 1497,each,O
Sentence: 1497,addition,O
Sentence: 1497,.,O
Sentence: 1498,Pat,O
Sentence: 1498,out,O
Sentence: 1498,with,O
Sentence: 1498,hands,O
Sentence: 1498,to,O
Sentence: 1498,1/4,O
Sentence: 1498,inch,O
