,ingredient,count,logscore,softmax,
639,ryemeal,2,0.301029996,0.000421642,
640,candied citron,2,0.301029996,0.000421642,
641,dark brown,2,0.301029996,0.000421642,
642,new,2,0.301029996,0.000421642,
643,herbs,2,0.301029996,0.000421642,
644,powdered herbs,2,0.301029996,0.000421642,
645,flounder,2,0.301029996,0.000421642,
646,cooked peas,2,0.301029996,0.000421642,
647,baked potatoes,2,0.301029996,0.000421642,
648,yellow corn,2,0.301029996,0.000421642,
649,squash,2,0.301029996,0.000421642,
650,steeped,2,0.301029996,0.000421642,
651,tard,2,0.301029996,0.000421642,
652,white mus,2,0.301029996,0.000421642,
653,poul,2,0.301029996,0.000421642,
654,molas,2,0.301029996,0.000421642,
655,yellow,2,0.301029996,0.000421642,
656,indian meal,2,0.301029996,0.000421642,
657,powdered macaroons,2,0.301029996,0.000421642,
658,hickory nut meats,2,0.301029996,0.000421642,
659,orange marmalade,2,0.301029996,0.000421642,
660,clabber,2,0.301029996,0.000421642,
661,hickory walnuts,2,0.301029996,0.000421642,
662,cornmeal mush,2,0.301029996,0.000421642,
663,bran flour,2,0.301029996,0.000421642,
664,brown sugar syrup,2,0.301029996,0.000421642,
665,white veal,2,0.301029996,0.000421642,
666,salted,2,0.301029996,0.000421642,
667,raw tomatoes,2,0.301029996,0.000421642,
668,clari,2,0.301029996,0.000421642,
669,fiour,2,0.301029996,0.000421642,
670,smoked tongue,2,0.301029996,0.000421642,
671,cold mutton,2,0.301029996,0.000421642,
672,cooked mutton,2,0.301029996,0.000421642,
673,raw rice,2,0.301029996,0.000421642,
674,beeffat,2,0.301029996,0.000421642,
675,raw meat,2,0.301029996,0.000421642,
676,raw beef,2,0.301029996,0.000421642,
677,summer,2,0.301029996,0.000421642,
678,rendered,2,0.301029996,0.000421642,
679,beef brisket,2,0.301029996,0.000421642,
680,"lean, ",2,0.301029996,0.000421642,
681,rendered beef fat,2,0.301029996,0.000421642,
682,beef rump,2,0.301029996,0.000421642,
683,oyster crackers,2,0.301029996,0.000421642,
684,shaved,2,0.301029996,0.000421642,
685,shaved lemon rind,2,0.301029996,0.000421642,
686,cur,2,0.301029996,0.000421642,
687,soft yeast,2,0.301029996,0.000421642,
688,sait,2,0.301029996,0.000421642,
689,ground ginger,2,0.301029996,0.000421642,
690,floured,2,0.301029996,0.000421642,
691,same,2,0.301029996,0.000421642,
692,dark brown sugar,2,0.301029996,0.000421642,
693,dark karo,2,0.301029996,0.000421642,
694,whole milk,2,0.301029996,0.000421642,
695,karo,2,0.301029996,0.000421642,
696,eagle brand con . milk,2,0.301029996,0.000421642,
697,nonsweetened,2,0.301029996,0.000421642,
698,blue label,2,0.301029996,0.000421642,
699,fresh cocoanut,2,0.301029996,0.000421642,
700,eagle brand milk,2,0.301029996,0.000421642,
701,pitted dates,2,0.301029996,0.000421642,
702,oat meal,2,0.301029996,0.000421642,
703,chocolate pecan,2,0.301029996,0.000421642,
704,nestles chocolate drops,2,0.301029996,0.000421642,
705,white karo syrup,2,0.301029996,0.000421642,
706,white icing,2,0.301029996,0.000421642,
707,karo syrup,2,0.301029996,0.000421642,
708,almond flavoring,2,0.301029996,0.000421642,
709,candied ginger,2,0.301029996,0.000421642,
710,currents,2,0.301029996,0.000421642,
711,apple jelly,2,0.301029996,0.000421642,
712,sticks,2,0.301029996,0.000421642,
713,green cherries,2,0.301029996,0.000421642,
714,sweet pepper,2,0.301029996,0.000421642,
715,lee,2,0.301029996,0.000421642,
716,margerine,2,0.301029996,0.000421642,
717,mushroom soup,2,0.301029996,0.000421642,
718,bell pepper,2,0.301029996,0.000421642,
719,white crab meat,2,0.301029996,0.000421642,
720,cleaned shrimp,2,0.301029996,0.000421642,
721,stalk,2,0.301029996,0.000421642,
722,cream mushroom soup,2,0.301029996,0.000421642,
723,geese,2,0.301029996,0.000421642,
724,rabbits,2,0.301029996,0.000421642,
725,squabs,2,0.301029996,0.000421642,
726,broiled steak,2,0.301029996,0.000421642,
727,cereal flakes,2,0.301029996,0.000421642,
728,ground beef,2,0.301029996,0.000421642,
729,vermicelli,2,0.301029996,0.000421642,
730,hamburger meat,2,0.301029996,0.000421642,
731,chili,2,0.301029996,0.000421642,
732,beans,2,0.301029996,0.000421642,
733,salt peter,2,0.301029996,0.000421642,
734,freezum pickle,2,0.301029996,0.000421642,
735,brisket,2,0.301029996,0.000421642,
736,hens,2,0.301029996,0.000421642,
737,raw cranberries,2,0.301029996,0.000421642,
738,shire,2,0.301029996,0.000421642,
739,solid piece,2,0.301029996,0.000421642,
740,soft bread crumbs,2,0.301029996,0.000421642,
741,cornflakes,2,0.301029996,0.000421642,
742,ground lean pork,2,0.301029996,0.000421642,
743,salt pork steak,2,0.301029996,0.000421642,
744,ground round steak,2,0.301029996,0.000421642,
745,tamales,2,0.301029996,0.000421642,
746,tomato juice,2,0.301029996,0.000421642,
747,lean chops,2,0.301029996,0.000421642,
748,sour milk corn meal,2,0.301029996,0.000421642,
749,cracklings,2,0.301029996,0.000421642,
750,mashed sweet potatoe,2,0.301029996,0.000421642,
751,coarsly meat,2,0.301029996,0.000421642,
752,gravy,2,0.301029996,0.000421642,
753,white potatoes,2,0.301029996,0.000421642,
754,english peas,2,0.301029996,0.000421642,
755,white bread,2,0.301029996,0.000421642,
756,spaghetti,2,0.301029996,0.000421642,
757,potato chips,2,0.301029996,0.000421642,
758,tuna fish,2,0.301029996,0.000421642,
759,pretzels,2,0.301029996,0.000421642,
760,flaked tuna fish,2,0.301029996,0.000421642,
761,light molasses,2,0.301029996,0.000421642,
762,stewed corn,2,0.301029996,0.000421642,
763,green asparagus,2,0.301029996,0.000421642,
764,bread cubes,2,0.301029996,0.000421642,
765,potted meat,2,0.301029996,0.000421642,
766,italian gravy,2,0.301029996,0.000421642,
767,snap beans,2,0.301029996,0.000421642,
768,can,2,0.301029996,0.000421642,
769,bread crumb,2,0.301029996,0.000421642,
770,thick cranberry sauce,2,0.301029996,0.000421642,
771,lemon gelatin,2,0.301029996,0.000421642,
772,jello,2,0.301029996,0.000421642,
773,tomatoe soup,2,0.301029996,0.000421642,
774,lime,2,0.301029996,0.000421642,
775,grenadine,2,0.301029996,0.000421642,
776,lemon ice,2,0.301029996,0.000421642,
777,dry ginger ale,2,0.301029996,0.000421642,
778,chocolate fudge,2,0.301029996,0.000421642,
779,creme,2,0.301029996,0.000421642,
780,de,2,0.301029996,0.000421642,
781,menthe,2,0.301029996,0.000421642,
782,vater,2,0.301029996,0.000421642,
783,ul,2,0.301029996,0.000421642,
784,horseradish root,2,0.301029996,0.000421642,
785,mint leaves,2,0.301029996,0.000421642,
786,canned pineapple juice,2,0.301029996,0.000421642,
787,berry,2,0.301029996,0.000421642,
788,boiler,2,0.301029996,0.000421642,
789,endive,2,0.301029996,0.000421642,
790,maple rice,2,0.301029996,0.000421642,
791,thick syrup,2,0.301029996,0.000421642,
792,philadelphia,2,0.301029996,0.000421642,
793,brick ice,2,0.301029996,0.000421642,
794,raspberry juice,2,0.301029996,0.000421642,
795,grape fruit juice,2,0.301029996,0.000421642,
796,orange cream,2,0.301029996,0.000421642,
797,milk sherbet,2,0.301029996,0.000421642,
798,thin cream,2,0.301029996,0.000421642,
799,with,2,0.301029996,0.000421642,
800,almond caramel,2,0.301029996,0.000421642,
801,teakettle,2,0.301029996,0.000421642,
802,sauterne,2,0.301029996,0.000421642,
803,cherry juice,2,0.301029996,0.000421642,
804,pistachio,2,0.301029996,0.000421642,
805,banana pulp,2,0.301029996,0.000421642,
806,ginger syrup,2,0.301029996,0.000421642,
807,strawberry juice,2,0.301029996,0.000421642,
808,brown mustard seed,2,0.301029996,0.000421642,
809,meric,2,0.301029996,0.000421642,
810,button onions,2,0.301029996,0.000421642,
811,raw cauliflower,2,0.301029996,0.000421642,
812,yellow mustard seed,2,0.301029996,0.000421642,
813,black mustard seed,2,0.301029996,0.000421642,
814,wine glass,2,0.301029996,0.000421642,
815,spiced,2,0.301029996,0.000421642,
816,corn flakes,2,0.301029996,0.000421642,
817,pecan nuts,2,0.301029996,0.000421642,
818,rosewater,2,0.301029996,0.000421642,
819,plain cream,2,0.301029996,0.000421642,
820,marshmallow cream,2,0.301029996,0.000421642,
821,spoon molasses,2,0.301029996,0.000421642,
822,gingerbread,2,0.301029996,0.000421642,
823,mashed potato,2,0.301029996,0.000421642,
824,bakers chocolate,2,0.301029996,0.000421642,
825,baking pow -,2,0.301029996,0.000421642,
826,orange flavoring,2,0.301029996,0.000421642,
827,sweetened flavored,2,0.301029996,0.000421642,
828,sugar creamed,2,0.301029996,0.000421642,
829,flavoring syrup,2,0.301029996,0.000421642,
830,black walnut meats,2,0.301029996,0.000421642,
831,striped pepper,2,0.301029996,0.000421642,
832,peppermint cream,2,0.301029996,0.000421642,
833,hydrate,2,0.301029996,0.000421642,
834,peach pulp,2,0.301029996,0.000421642,
835,peach sherbet,2,0.301029996,0.000421642,
836,candied pineapple,2,0.301029996,0.000421642,
837,an,2,0.301029996,0.000421642,
838,peach juice,2,0.301029996,0.000421642,
839,raw potato,2,0.301029996,0.000421642,
840,maple syrup,2,0.301029996,0.000421642,
841,sap,2,0.301029996,0.000421642,
842,jona,2,0.301029996,0.000421642,
843,tine,2,0.301029996,0.000421642,
844,gela,2,0.301029996,0.000421642,
845,caramelized,2,0.301029996,0.000421642,
846,leder,2,0.301029996,0.000421642,
847,cooked salad dressing,2,0.301029996,0.000421642,
848,salad,2,0.301029996,0.000421642,
849,double,2,0.301029996,0.000421642,
850,cantaloupes,2,0.301029996,0.000421642,
851,wax cherries,2,0.301029996,0.000421642,
852,shredded pineapple,2,0.301029996,0.000421642,
853,sliced,2,0.301029996,0.000421642,
854,salad dressing,2,0.301029996,0.000421642,
855,green grapes,2,0.301029996,0.000421642,
856,black cherries,2,0.301029996,0.000421642,
857,cel,2,0.301029996,0.000421642,
858,flaked,2,0.301029996,0.000421642,
859,boiled salad dressing,2,0.301029996,0.000421642,
860,stuffed olives,2,0.301029996,0.000421642,
861,corn tamale,2,0.301029996,0.000421642,
862,dients,2,0.301029996,0.000421642,
863,navy beans,2,0.301029996,0.000421642,
864,kidney beans crumbs,2,0.301029996,0.000421642,
865,cooked macaroni,2,0.301029996,0.000421642,
866,dried buttered crumbs,2,0.301029996,0.000421642,
867,fresh asparagus,2,0.301029996,0.000421642,
868,boiled corn,2,0.301029996,0.000421642,
869,mild creamy cheese,2,0.301029996,0.000421642,
870,chipped,2,0.301029996,0.000421642,
871,dried beef,2,0.301029996,0.000421642,
872,milk cheese,2,0.301029996,0.000421642,
873,mild cheese,2,0.301029996,0.000421642,
874,hard egg,2,0.301029996,0.000421642,
875,veal steak,2,0.301029996,0.000421642,
876,ground ham,2,0.301029996,0.000421642,
877,fresh pork shoul,2,0.301029996,0.000421642,
878,bamboo sprouts,2,0.301029996,0.000421642,
879,chop suey sauce,2,0.301029996,0.000421642,
880,sorghum molasses,2,0.301029996,0.000421642,
881,fresh bread crumbs,2,0.301029996,0.000421642,
882,pork tenderloin,2,0.301029996,0.000421642,
883,hard eggs,2,0.301029996,0.000421642,
884,hamburger,2,0.301029996,0.000421642,
885,yellow corn meal,2,0.301029996,0.000421642,
886,grandma pepper,2,0.301029996,0.000421642,
887,smoked ham,2,0.301029996,0.000421642,
888,#NAME?,2,0.301029996,0.000421642,
889,fresh clams,2,0.301029996,0.000421642,
890,baby lima beans,2,0.301029996,0.000421642,
891,red kidney beans,2,0.301029996,0.000421642,
892,corn pone,2,0.301029996,0.000421642,
893,salted peanuts,2,0.301029996,0.000421642,
894,cooked oatmeal,2,0.301029996,0.000421642,
895,potato water,2,0.301029996,0.000421642,
896,seeds,2,0.301029996,0.000421642,
897,sesamum seed,2,0.301029996,0.000421642,
898,gray potatoes,2,0.301029996,0.000421642,
899,chinese onions,2,0.301029996,0.000421642,
900,chinese frankfurters,2,0.301029996,0.000421642,
901,dry olives,2,0.301029996,0.000421642,
902,dry shrimp,2,0.301029996,0.000421642,
903,dry pork,2,0.301029996,0.000421642,
904,lily,2,0.301029996,0.000421642,
905,root powder,2,0.301029996,0.000421642,
906,water chestnut powder,2,0.301029996,0.000421642,
907,alkaline solution,2,0.301029996,0.000421642,
908,secondary,2,0.301029996,0.000421642,
909,fried,2,0.301029996,0.000421642,
910,chinese vermicelli,2,0.301029996,0.000421642,
911,red beans,2,0.301029996,0.000421642,
912,chinese roast pork,2,0.301029996,0.000421642,
913,boo shoot,2,0.301029996,0.000421642,
914,checker - board eggs,2,0.301029996,0.000421642,
915,chicken meat,2,0.301029996,0.000421642,
916,shoots 1 / 2,2,0.301029996,0.000421642,
917,dried mushrooms,2,0.301029996,0.000421642,
918,chrysanthemums,2,0.301029996,0.000421642,
919,peanut oil,2,0.301029996,0.000421642,
920,powdered salted peanuts,2,0.301029996,0.000421642,
921,powdered salted almonds,2,0.301029996,0.000421642,
922,fried sesamum - seed,2,0.301029996,0.000421642,
923,chinese chow chow,2,0.301029996,0.000421642,
924,pigs ' ribs,2,0.301029996,0.000421642,
925,skinless,2,0.301029996,0.000421642,
926,octogon,2,0.301029996,0.000421642,
927,green carrot,2,0.301029996,0.000421642,
928,chinese red cheese,2,0.301029996,0.000421642,
929,skinned,2,0.301029996,0.000421642,
930,skinless ginger root,2,0.301029996,0.000421642,
931,unskinned,2,0.301029996,0.000421642,
932,lotus nuts,2,0.301029996,0.000421642,
933,spicery,2,0.301029996,0.000421642,
934,ducks,2,0.301029996,0.000421642,
935,sauce,2,0.301029996,0.000421642,
936,chinese,2,0.301029996,0.000421642,
937,whole chicken,2,0.301029996,0.000421642,
938,bird,2,0.301029996,0.000421642,
939,nest,2,0.301029996,0.000421642,
940,lily flower,2,0.301029996,0.000421642,
941,roast pork,2,0.301029996,0.000421642,
942,raw pork,2,0.301029996,0.000421642,
943,chinese noodles,2,0.301029996,0.000421642,
944,star melon,2,0.301029996,0.000421642,
945,box,2,0.301029996,0.000421642,
946,bell peppers,2,0.301029996,0.000421642,
947,lemon butter,2,0.301029996,0.000421642,
948,mild,2,0.301029996,0.000421642,
949,dill pickle,2,0.301029996,0.000421642,
950,dill,2,0.301029996,0.000421642,
951,fresh lean veal,2,0.301029996,0.000421642,
952,liquor,2,0.301029996,0.000421642,
953,cream cheese mashed,2,0.301029996,0.000421642,
954,boiled mayon,2,0.301029996,0.000421642,
955,heinz catsup,2,0.301029996,0.000421642,
956,ayonnaise,2,0.301029996,0.000421642,
957,tin eagle,2,0.301029996,0.000421642,
958,choco -,2,0.301029996,0.000421642,
959,shorten,2,0.301029996,0.000421642,
960,white potato,2,0.301029996,0.000421642,
961,pillsbury ' s bran,2,0.301029996,0.000421642,
962,cakes,2,0.301029996,0.000421642,
963,parmesan,2,0.301029996,0.000421642,
964,italian tomato,2,0.301029996,0.000421642,
965,chopped beef,2,0.301029996,0.000421642,
966,maining,2,0.301029996,0.000421642,
967,salmon turbot,2,0.301029996,0.000421642,
968,canned tomato,2,0.301029996,0.000421642,
969,fresh mush,2,0.301029996,0.000421642,
970,spanish,2,0.301029996,0.000421642,
971,whipping,2,0.301029996,0.000421642,
972,dry cocoanut,2,0.301029996,0.000421642,
973,german,2,0.301029996,0.000421642,
974,g,2,0.301029996,0.000421642,
975,crumbed,2,0.301029996,0.000421642,
976,sweet choco -,2,0.301029996,0.000421642,
977,shelled,2,0.301029996,0.000421642,
978,carnation,2,0.301029996,0.000421642,
979,sugar yolks,2,0.301029996,0.000421642,
980,al -,2,0.301029996,0.000421642,
981,shelled nuts,2,0.301029996,0.000421642,
982,cher,2,0.301029996,0.000421642,
983,grated chocolate,2,0.301029996,0.000421642,
984,s weet,2,0.301029996,0.000421642,
985,#NAME?,2,0.301029996,0.000421642,
986,preserves,2,0.301029996,0.000421642,
987,acid cherry preserves,2,0.301029996,0.000421642,
988,icing sugar,2,0.301029996,0.000421642,
989,light sugar,2,0.301029996,0.000421642,
990,vanilla chocolate,2,0.301029996,0.000421642,
991,boiled sweet potato,2,0.301029996,0.000421642,
992,dried peaches,2,0.301029996,0.000421642,
993,ginger preserves,2,0.301029996,0.000421642,
994,beef tongue,2,0.301029996,0.000421642,
995,hominy,2,0.301029996,0.000421642,
996,sweet marjoram,2,0.301029996,0.000421642,
997,boiled milk,2,0.301029996,0.000421642,
998,cucumber pickles,2,0.301029996,0.000421642,
999,shredded candied orange,2,0.301029996,0.000421642,
1000,cayenne pepper,2,0.301029996,0.000421642,
1001,strong veal stock,2,0.301029996,0.000421642,
1002,rusk,2,0.301029996,0.000421642,
1003,spoon rice,2,0.301029996,0.000421642,
1004,grits,2,0.301029996,0.000421642,
1005,kitchen,2,0.301029996,0.000421642,
1006,spoon cream,2,0.301029996,0.000421642,
1007,white corn meal,2,0.301029996,0.000421642,
1008,buckwheat flour,2,0.301029996,0.000421642,
1009,alcohol,2,0.301029996,0.000421642,
1010,tragand,2,0.301029996,0.000421642,
1011,powd,2,0.301029996,0.000421642,
1012,new syrup,2,0.301029996,0.000421642,
1013,gran sugar,2,0.301029996,0.000421642,
1014,anis,2,0.301029996,0.000421642,
1015,acid,2,0.301029996,0.000421642,
1016,white marcipan,2,0.301029996,0.000421642,
1017,carraway seed,2,0.301029996,0.000421642,
1018,bream,2,0.301029996,0.000421642,
1019,seedless,2,0.301029996,0.000421642,
1020,cake crumbs,2,0.301029996,0.000421642,
1021,santa cruz rum,2,0.301029996,0.000421642,
1022,cucumber rind,2,0.301029996,0.000421642,
1023,#NAME?,2,0.301029996,0.000421642,
1024,hasty wine,2,0.301029996,0.000421642,
1025,white brandy,2,0.301029996,0.000421642,
1026,custard,2,0.301029996,0.000421642,
1027,assorted candied fruit,2,0.301029996,0.000421642,
1028,grand marnier liqueur,2,0.301029996,0.000421642,
1029,loaf,2,0.301029996,0.000421642,
1030,pinch,2,0.301029996,0.000421642,
1031,port wine,2,0.301029996,0.000421642,
1032,ale,2,0.301029996,0.000421642,
1033,beer,2,0.301029996,0.000421642,
1034,grated american cheese,2,0.301029996,0.000421642,
1035,veal cutlets,2,0.301029996,0.000421642,
1036,rots,2,0.301029996,0.000421642,
1037,dry white wine,2,0.301029996,0.000421642,
1038,court,2,0.301029996,0.000421642,
1039,sole,2,0.301029996,0.000421642,
1040,filet of flounder,2,0.301029996,0.000421642,
1041,lobster meat,2,0.301029996,0.000421642,
1042,seasoned consomme,2,0.301029996,0.000421642,
1043,boiled lobster,2,0.301029996,0.000421642,
1044,chutney,2,0.301029996,0.000421642,
1045,mild american cheese,2,0.301029996,0.000421642,
1046,parmesan cheese,2,0.301029996,0.000421642,
1047,sponge cake,2,0.301029996,0.000421642,
1048,prepared biscuit,2,0.301029996,0.000421642,
1049,soft crumbs,2,0.301029996,0.000421642,
1050,cold meat,2,0.301029996,0.000421642,
1051,calf ' s liver,2,0.301029996,0.000421642,
1052,vegetable balls,2,0.301029996,0.000421642,
1053,slices,2,0.301029996,0.000421642,
1054,clod of beef,2,0.301029996,0.000421642,
1055,pigeons,2,0.301029996,0.000421642,
1056,celery leaves,2,0.301029996,0.000421642,
1057,turmeric powder,2,0.301029996,0.000421642,
1058,green string - beans,2,0.301029996,0.000421642,
1059,green onions,2,0.301029996,0.000421642,
1060,mild onions,2,0.301029996,0.000421642,
1061,sweet corn,2,0.301029996,0.000421642,
1062,sweet red,2,0.301029996,0.000421642,
1063,sweet green,2,0.301029996,0.000421642,
1064,red cabbage,2,0.301029996,0.000421642,
1065,cinna -,2,0.301029996,0.000421642,
1066,hard pears,2,0.301029996,0.000421642,
1067,seckel pears,2,0.301029996,0.000421642,
1068,small,2,0.301029996,0.000421642,
1069,pickling onions,2,0.301029996,0.000421642,
1070,chilled milk,2,0.301029996,0.000421642,
1071,apollinaris water,2,0.301029996,0.000421642,
1072,iced coffee,2,0.301029996,0.000421642,
1073,chocolate sauce,2,0.301029996,0.000421642,
1074,coffee - chocolate milk,2,0.301029996,0.000421642,
1075,egg milk,2,0.301029996,0.000421642,
1076,grapefruit juice,2,0.301029996,0.000421642,
1077,loganberry,2,0.301029996,0.000421642,
1078,ginger sirup,2,0.301029996,0.000421642,
1079,blue grape - juice,2,0.301029996,0.000421642,
1080,limeade,2,0.301029996,0.000421642,
1081,lemon ginger,2,0.301029996,0.000421642,
1082,blackberries,2,0.301029996,0.000421642,
1083,loganberries,2,0.301029996,0.000421642,
1084,cinnamen,2,0.301029996,0.000421642,
1085,sweet chocolate,2,0.301029996,0.000421642,
1086,apricot jelly,2,0.301029996,0.000421642,
1087,mimosa,2,0.301029996,0.000421642,
1088,dandelion,2,0.301029996,0.000421642,
1089,sausage,2,0.301029996,0.000421642,
1090,potato fritters,2,0.301029996,0.000421642,
1091,mushroom stock,2,0.301029996,0.000421642,
1092,green lima beans,2,0.301029996,0.000421642,
1093,leeks,2,0.301029996,0.000421642,
1094,head,2,0.301029996,0.000421642,
1095,cooked beef,2,0.301029996,0.000421642,
1096,boiled beef,2,0.301029996,0.000421642,
1097,lean ham,2,0.301029996,0.000421642,
1098,whole grain corn,2,0.301029996,0.000421642,
1099,left,2,0.301029996,0.000421642,
1100,over fish,2,0.301029996,0.000421642,
1101,lemon - rind,2,0.301029996,0.000421642,
1102,boiled salmon,2,0.301029996,0.000421642,
1103,live,2,0.301029996,0.000421642,
1104,hard - shell crabs,2,0.301029996,0.000421642,
1105,table,2,0.301029996,0.000421642,
1106,fresh codfish,2,0.301029996,0.000421642,
1107,turnips,2,0.301029996,0.000421642,
1108,gooseberry tarts,2,0.301029996,0.000421642,
1109,puff,2,0.301029996,0.000421642,
1110,flaky paste,2,0.301029996,0.000421642,
1111,boiled cider,2,0.301029996,0.000421642,
1112,orange rind,2,0.301029996,0.000421642,
1113,dried figs,2,0.301029996,0.000421642,
1114,huckleberries,2,0.301029996,0.000421642,
1115,green vegetable coloring,2,0.301029996,0.000421642,
1116,avocado,2,0.301029996,0.000421642,
1117,clear black coffee,2,0.301029996,0.000421642,
1118,cherry,2,0.301029996,0.000421642,
1119,apricot pulp,2,0.301029996,0.000421642,
1120,lemon sherbet,2,0.301029996,0.000421642,
1121,red raspberries,2,0.301029996,0.000421642,
1122,red currants,2,0.301029996,0.000421642,
1123,currant sherbet,2,0.301029996,0.000421642,
1124,strawberries peaches,2,0.301029996,0.000421642,
1125,grape ice,2,0.301029996,0.000421642,
1126,maple mousse,2,0.301029996,0.000421642,
1127,rich cream,2,0.301029996,0.000421642,
1128,peach - cream,2,0.301029996,0.000421642,
1129,assorted,2,0.301029996,0.000421642,
1130,fruits,2,0.301029996,0.000421642,
1131,pineapple sirup,2,0.301029996,0.000421642,
1132,pulverized coffee,2,0.301029996,0.000421642,
1133,orange ice,2,0.301029996,0.000421642,
1134,pistachio ice - cream,2,0.301029996,0.000421642,
1135,strawberry ice - cream,2,0.301029996,0.000421642,
1136,raspberry cream,2,0.301029996,0.000421642,
1137,prune,2,0.301029996,0.000421642,
1138,peachice,2,0.301029996,0.000421642,
1139,marshimallow ice cream,2,0.301029996,0.000421642,
1140,maple - fruit ice cream,2,0.301029996,0.000421642,
1141,custard ice cream,2,0.301029996,0.000421642,
1142,ice cream,2,0.301029996,0.000421642,
1143,chocolateice,2,0.301029996,0.000421642,
1144,lemon flavoring,2,0.301029996,0.000421642,
1145,apricot cream,2,0.301029996,0.000421642,
1146,tart jam,2,0.301029996,0.000421642,
1147,dried crumbs,2,0.301029996,0.000421642,
1148,straw,2,0.301029996,0.000421642,
1149,ground cracklings,2,0.301029996,0.000421642,
1150,cored,2,0.301029996,0.000421642,
1151,almond macaroons,2,0.301029996,0.000421642,
1152,blueberry,2,0.301029996,0.000421642,
1153,fruit pulp,2,0.301029996,0.000421642,
1154,cream tapioca,2,0.301029996,0.000421642,
1155,sour cherries,2,0.301029996,0.000421642,
1156,plum jam,2,0.301029996,0.000421642,
1157,crushed,2,0.301029996,0.000421642,
1158,red seeded grapes,2,0.301029996,0.000421642,
1159,canned white cherries,2,0.301029996,0.000421642,
1160,lime gelatin,2,0.301029996,0.000421642,
1161,sweetened,2,0.301029996,0.000421642,
1162,maple flavoring,2,0.301029996,0.000421642,
1163,maple nut,2,0.301029996,0.000421642,
1164,white corn sirup,2,0.301029996,0.000421642,
1165,light corn sirup,2,0.301029996,0.000421642,
1166,glycerin,2,0.301029996,0.000421642,
1167,condensed,2,0.301029996,0.000421642,
1168,maple pralines,2,0.301029996,0.000421642,
1169,salted nuts,2,0.301029996,0.000421642,
1170,sweet almonds,2,0.301029996,0.000421642,
1171,pop,2,0.301029996,0.000421642,
1172,essence,2,0.301029996,0.000421642,
1173,peach fritters,2,0.301029996,0.000421642,
1174,sugar rocks,2,0.301029996,0.000421642,
1175,pastry,2,0.301029996,0.000421642,
1176,fudge,2,0.301029996,0.000421642,
1177,confectioners ' sugar,2,0.301029996,0.000421642,
1178,#NAME?,2,0.301029996,0.000421642,
1179,maple cream,2,0.301029996,0.000421642,
1180,single,2,0.301029996,0.000421642,
1181,whisky,2,0.301029996,0.000421642,
1182,graham cracker,2,0.301029996,0.000421642,
1183,tart jelly,2,0.301029996,0.000421642,
1184,grapefruit peel,2,0.301029996,0.000421642,
1185,sour milk cake,2,0.301029996,0.000421642,
1186,cocoa cake,2,0.301029996,0.000421642,
1187,evaporated,2,0.301029996,0.000421642,
1188,fruit gelatin,2,0.301029996,0.000421642,
1189,melon,2,0.301029996,0.000421642,
1190,shredded lettuce,2,0.301029996,0.000421642,
1191,hard cheese,2,0.301029996,0.000421642,
1192,cantaloup balls,2,0.301029996,0.000421642,
1193,mayon,2,0.301029996,0.000421642,
1194,white cherries,2,0.301029996,0.000421642,
1195,lettuce leaves,2,0.301029996,0.000421642,
1196,alligator pears,2,0.301029996,0.000421642,
1197,watercress,2,0.301029996,0.000421642,
1198,boiled peas,2,0.301029996,0.000421642,
1199,dandelion greens,2,0.301029996,0.000421642,
1200,raw onion,2,0.301029996,0.000421642,
1201,wax beans,2,0.301029996,0.000421642,
1202,broiled,2,0.301029996,0.000421642,
1203,butter beans,2,0.301029996,0.000421642,
1204,green corn,2,0.301029996,0.000421642,
1205,creamed spinach,2,0.301029996,0.000421642,
1206,boiled carrots,2,0.301029996,0.000421642,
1207,green string,2,0.301029996,0.000421642,
1208,green peas,2,0.301029996,0.000421642,
1209,buttered crumbs,2,0.301029996,0.000421642,
1210,cooked cereal,2,0.301029996,0.000421642,
1211,peanut loaf,2,0.301029996,0.000421642,
1212,mashed baked beans,2,0.301029996,0.000421642,
1213,dry kidney beans,2,0.301029996,0.000421642,
1214,green pea pulp,2,0.301029996,0.000421642,
1215,ground carrot,2,0.301029996,0.000421642,
1216,stalks,2,0.301029996,0.000421642,
1217,kidney beans,2,0.301029996,0.000421642,
1218,seasoned mashed,2,0.301029996,0.000421642,
1219,roasted shelled peanuts,2,0.301029996,0.000421642,
1220,cooked cow peas,2,0.301029996,0.000421642,
1221,cow peas,2,0.301029996,0.000421642,
1222,rye bread,2,0.301029996,0.000421642,
1223,cooked beans,2,0.301029996,0.000421642,
1224,shelled raw peanuts,2,0.301029996,0.000421642,
1225,hominy grits,2,0.301029996,0.000421642,
1226,sweetbreads,2,0.301029996,0.000421642,
1227,flaked salmon,2,0.301029996,0.000421642,
1228,cooked salmon,2,0.301029996,0.000421642,
1229,cooked lobster meat,2,0.301029996,0.000421642,
1230,cooked ham,2,0.301029996,0.000421642,
1231,quan,2,0.301029996,0.000421642,
1232,spanish sauce,2,0.301029996,0.000421642,
1233,lean raw,2,0.301029996,0.000421642,
1234,curry,2,0.301029996,0.000421642,
1235,#NAME?,2,0.301029996,0.000421642,
1236,mushroom,2,0.301029996,0.000421642,
1237,veal stock,2,0.301029996,0.000421642,
1238,beef stock,2,0.301029996,0.000421642,
1239,brown meat stock,2,0.301029996,0.000421642,
1240,chicken fat,2,0.301029996,0.000421642,
